Step,Reward,BTC_action,SP500_action
922,0.007628568532128172,1,2
923,0.017884695507650053,0,0
924,0.015245746439902438,1,2
925,0.005167564216919048,1,2
926,0.001800242150158145,0,0
927,0.007842848292026292,2,2
928,0.015057038738584376,1,0
929,0.012452002352058528,2,1
930,0.007725630234018548,2,2
931,0.0059531206469901525,1,0
932,0.013839488314312583,0,2
933,0.006438607804095796,1,2
934,0.015400741184355343,2,1
935,0.016801914622914402,0,1
936,0.0003176408748276679,1,0
937,0.009170253342729275,0,0
938,0.010757184539220872,2,1
939,0.012645148778401023,2,2
940,0.018292047349314153,1,0
941,0.015104279547694846,0,0
942,0.010097751061872367,0,1
943,0.002775386544225834,2,1
944,0.021451755248745825,1,0
945,0.011747702558513887,0,0
946,0.01205644641873136,0,1
947,0.006345376170061328,2,2
948,0.007195941029546858,1,1
949,0.011112329748231165,0,0
950,0.002907098016122877,1,1
951,0.008554250729063292,0,0
952,0.0035520154659319262,2,1
953,0.011895651263063318,1,1
954,0.012547239183186551,0,1
955,0.010701845776282333,2,1
956,0.0072160153459324625,0,2
957,0.014022591429460413,0,1
958,0.0056637969272782555,0,0
959,0.0026844243355465163,0,1
960,0.013898909132747288,0,0
961,0.009311751309223069,1,2
962,0.012256906508757931,2,2
963,0.007495586767380524,0,1
964,0.012287854106341164,1,0
965,0.010072508387523691,1,1
966,0.011700027541562885,0,0
967,0.01220738573697826,1,1
968,0.011034040705103325,1,2
969,0.005781875824262077,1,1
970,0.012063825345948697,1,1
971,0.009516127514782658,1,0
972,0.011197718608672183,0,0
973,0.006933253988521238,0,2
974,0.005665724317536978,2,0
975,0.011131016116622053,1,1
976,0.008364353145243699,2,2
977,0.015689113503164286,1,1
978,0.008877658290479108,2,2
979,0.005077296243564702,2,2
980,0.01410370460068577,1,2
981,0.01439146017198593,1,1
982,0.012318122913699665,0,2
983,0.005468332478775383,1,2
984,0.0070925238247871855,1,1
985,0.009183047796447597,0,0
986,0.013844136721128657,0,1
987,0.012025339957769719,0,0
988,0.011322927968504561,2,1
989,0.005589427076953895,1,0
990,0.008090624765192372,1,0
991,0.011995158533503768,1,1
992,0.011712864600549985,2,0
993,0.01335840136735802,0,0
994,0.019572045177471287,0,1
995,0.003801400903552723,0,2
996,-0.0016803460604358118,2,1
997,0.01334632837784211,1,0
998,0.011675502652544297,0,0
999,0.00956606328608918,2,0
